statement,link,date,source,label
"

Speaking of semiconductor industry jobs, ""Know what the average salary is? $110,000. You don't need a college degree.""

",/factchecks/2024/apr/15/joe-biden/fact-checking-joe-bidens-claim-on-education-requir/,"pril 15, 2024",Joe Biden,https://static.politifact.com/img/meter-barely-true.jpg
"

Mark Zuckerberg said ‘posting the Lord's Prayer violated’ Meta’s policies.

",/factchecks/2024/apr/15/facebook-posts/facebook-post-falsely-claims-mark-zuckerberg-has-b/,"pril 15, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Notice from a New Jersey doctor’s office proves that COVID-19 vaccines are dangerous for athletes.

",/factchecks/2024/apr/12/facebook-posts/doctors-office-notice-not-proof-of-covid-19-vaccin/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

An X post that said, “I did it” was “the last thing O.J. Simpson tweeted before he passed.”

",/factchecks/2024/apr/12/tweets/fact-checking-the-false-claim-that-oj-simpson-post/,"pril 12, 2024",X posts,https://static.politifact.com/img/meter-false.jpg
"

Says 326,000 migrants were flown to Florida with taxpayer dollars under President Joe Biden’s secret migrant flight program.

",/factchecks/2024/apr/12/instagram-posts/migrants-were-not-secretly-flown-to-florida-with-t/,"pril 12, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Nancy Pelosi busted, Speaker (Mike) Johnson just released it for everyone to see.”

",/factchecks/2024/apr/12/facebook-posts/no-this-post-doesnt-reveal-any-wrongdoing-by-nancy/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump “pays off mortgage of killed NYPD officer’s family.”

",/factchecks/2024/apr/12/facebook-posts/no-evidence-that-donald-trump-paid-off-mortgage-fo/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

ProduceMaxx sprayed on organic produce at grocery stores contains pesticides, herbicides, fungicides, insecticides and antibiotics.

",/factchecks/2024/apr/11/instagram-posts/videos-misrepresent-producemaxx-antimicrobial-wash/,"pril 11, 2024",Instagram posts,https://static.politifact.com/img/meter-barely-true.jpg
"

“Michelle Obama humiliated after embarrassing photo emerges.”

",/factchecks/2024/apr/17/viral-image/no-an-embarrassing-photo-of-michelle-obama-isnt-ci/,"pril 17, 2024",Viral image,https://static.politifact.com/img/meter-false.jpg
"

The Sydney mall attacker is a “Zionist” who targeted Jewish people so that people would think the attacker was Muslim.

",/factchecks/2024/apr/16/instagram-posts/social-media-posts-wrongly-characterize-the-sydney/,"pril 16, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

The day after the total solar eclipse, 85-foot waves traveled from Antarctica to South Africa.

",/factchecks/2024/apr/16/facebook-posts/erroneous-forecast-of-85-foot-waves-was-caused-by/,"pril 16, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump violated the Logan Act by resharing 2018 Iran tweet on Truth Social.

",/factchecks/2024/apr/16/tweets/trump-didnt-violate-logan-act-with-reshare-of-old/,"pril 16, 2024",X posts,https://static.politifact.com/img/meter-false.jpg
"

“You’ve probably heard that Taylor Swift is endorsing Joe B.""

",/factchecks/2024/apr/16/facebook-posts/youre-on-your-own-joe-taylor-swift-hasnt-endorsed/,"pril 16, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“The United States is an outlier, one of only about half a dozen countries, without any guarantee of paid leave for new parents and/or other health care needs.”

",/factchecks/2024/apr/16/lisa-subeck/its-true-the-us-is-an-outlier-on-paid-parental-lea/,"pril 16, 2024",Lisa Subeck,https://static.politifact.com/img/meter-true.jpg
"

“ULEZ protesters covering cameras with bat boxes. Authorities not allowed to remove under their own law.”

",/factchecks/2024/apr/15/instagram-posts/yes-bat-boxes-covering-londons-clean-air-zone-came/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

President Joe Biden “will address the nation from the Oval Office” on April 13, “following Iran’s attack on Israel.”

",/factchecks/2024/apr/15/threads-posts/no-president-joe-biden-didnt-address-nation-from-o/,"pril 15, 2024",Threads posts,https://static.politifact.com/img/meter-false.jpg
"

Video is from Iranian media and shows rockets fired at Israel on April 13.

",/factchecks/2024/apr/15/instagram-posts/video-does-not-show-irans-april-13-attack-on-israe/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Footage shows “Israelis panicking after Iranian attacks reach Israel.”

",/factchecks/2024/apr/15/instagram-posts/video-doesnt-show-israelis-panicking-after-irans-a/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Not even one rocket (from Iran) hit Israel.”

",/factchecks/2024/apr/15/threads-posts/most-of-irans-missiles-were-intercepted-but-some-r/,"pril 15, 2024",Threads posts,https://static.politifact.com/img/meter-false.jpg
"

Speaking of semiconductor industry jobs, ""Know what the average salary is? $110,000. You don't need a college degree.""

",/factchecks/2024/apr/15/joe-biden/fact-checking-joe-bidens-claim-on-education-requir/,"pril 15, 2024",Joe Biden,https://static.politifact.com/img/meter-barely-true.jpg
"

Mark Zuckerberg said ‘posting the Lord's Prayer violated’ Meta’s policies.

",/factchecks/2024/apr/15/facebook-posts/facebook-post-falsely-claims-mark-zuckerberg-has-b/,"pril 15, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Notice from a New Jersey doctor’s office proves that COVID-19 vaccines are dangerous for athletes.

",/factchecks/2024/apr/12/facebook-posts/doctors-office-notice-not-proof-of-covid-19-vaccin/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

An X post that said, “I did it” was “the last thing O.J. Simpson tweeted before he passed.”

",/factchecks/2024/apr/12/tweets/fact-checking-the-false-claim-that-oj-simpson-post/,"pril 12, 2024",X posts,https://static.politifact.com/img/meter-false.jpg
"

Says 326,000 migrants were flown to Florida with taxpayer dollars under President Joe Biden’s secret migrant flight program.

",/factchecks/2024/apr/12/instagram-posts/migrants-were-not-secretly-flown-to-florida-with-t/,"pril 12, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Nancy Pelosi busted, Speaker (Mike) Johnson just released it for everyone to see.”

",/factchecks/2024/apr/12/facebook-posts/no-this-post-doesnt-reveal-any-wrongdoing-by-nancy/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump “pays off mortgage of killed NYPD officer’s family.”

",/factchecks/2024/apr/12/facebook-posts/no-evidence-that-donald-trump-paid-off-mortgage-fo/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

ProduceMaxx sprayed on organic produce at grocery stores contains pesticides, herbicides, fungicides, insecticides and antibiotics.

",/factchecks/2024/apr/11/instagram-posts/videos-misrepresent-producemaxx-antimicrobial-wash/,"pril 11, 2024",Instagram posts,https://static.politifact.com/img/meter-barely-true.jpg
"

Video shows Snoop Dogg recommending “gummies for quitting smoking.”

",/factchecks/2024/apr/11/facebook-posts/no-snoop-dogg-isnt-talking-up-gummies-to-help-quit/,"pril 11, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“Michelle Obama humiliated after embarrassing photo emerges.”

",/factchecks/2024/apr/17/viral-image/no-an-embarrassing-photo-of-michelle-obama-isnt-ci/,"pril 17, 2024",Viral image,https://static.politifact.com/img/meter-false.jpg
"

The Sydney mall attacker is a “Zionist” who targeted Jewish people so that people would think the attacker was Muslim.

",/factchecks/2024/apr/16/instagram-posts/social-media-posts-wrongly-characterize-the-sydney/,"pril 16, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

The day after the total solar eclipse, 85-foot waves traveled from Antarctica to South Africa.

",/factchecks/2024/apr/16/facebook-posts/erroneous-forecast-of-85-foot-waves-was-caused-by/,"pril 16, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump violated the Logan Act by resharing 2018 Iran tweet on Truth Social.

",/factchecks/2024/apr/16/tweets/trump-didnt-violate-logan-act-with-reshare-of-old/,"pril 16, 2024",X posts,https://static.politifact.com/img/meter-false.jpg
"

“You’ve probably heard that Taylor Swift is endorsing Joe B.""

",/factchecks/2024/apr/16/facebook-posts/youre-on-your-own-joe-taylor-swift-hasnt-endorsed/,"pril 16, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“The United States is an outlier, one of only about half a dozen countries, without any guarantee of paid leave for new parents and/or other health care needs.”

",/factchecks/2024/apr/16/lisa-subeck/its-true-the-us-is-an-outlier-on-paid-parental-lea/,"pril 16, 2024",Lisa Subeck,https://static.politifact.com/img/meter-true.jpg
"

“ULEZ protesters covering cameras with bat boxes. Authorities not allowed to remove under their own law.”

",/factchecks/2024/apr/15/instagram-posts/yes-bat-boxes-covering-londons-clean-air-zone-came/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

President Joe Biden “will address the nation from the Oval Office” on April 13, “following Iran’s attack on Israel.”

",/factchecks/2024/apr/15/threads-posts/no-president-joe-biden-didnt-address-nation-from-o/,"pril 15, 2024",Threads posts,https://static.politifact.com/img/meter-false.jpg
"

Video is from Iranian media and shows rockets fired at Israel on April 13.

",/factchecks/2024/apr/15/instagram-posts/video-does-not-show-irans-april-13-attack-on-israe/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Footage shows “Israelis panicking after Iranian attacks reach Israel.”

",/factchecks/2024/apr/15/instagram-posts/video-doesnt-show-israelis-panicking-after-irans-a/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Not even one rocket (from Iran) hit Israel.”

",/factchecks/2024/apr/15/threads-posts/most-of-irans-missiles-were-intercepted-but-some-r/,"pril 15, 2024",Threads posts,https://static.politifact.com/img/meter-false.jpg
"

Speaking of semiconductor industry jobs, ""Know what the average salary is? $110,000. You don't need a college degree.""

",/factchecks/2024/apr/15/joe-biden/fact-checking-joe-bidens-claim-on-education-requir/,"pril 15, 2024",Joe Biden,https://static.politifact.com/img/meter-barely-true.jpg
"

Mark Zuckerberg said ‘posting the Lord's Prayer violated’ Meta’s policies.

",/factchecks/2024/apr/15/facebook-posts/facebook-post-falsely-claims-mark-zuckerberg-has-b/,"pril 15, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Notice from a New Jersey doctor’s office proves that COVID-19 vaccines are dangerous for athletes.

",/factchecks/2024/apr/12/facebook-posts/doctors-office-notice-not-proof-of-covid-19-vaccin/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

An X post that said, “I did it” was “the last thing O.J. Simpson tweeted before he passed.”

",/factchecks/2024/apr/12/tweets/fact-checking-the-false-claim-that-oj-simpson-post/,"pril 12, 2024",X posts,https://static.politifact.com/img/meter-false.jpg
"

Says 326,000 migrants were flown to Florida with taxpayer dollars under President Joe Biden’s secret migrant flight program.

",/factchecks/2024/apr/12/instagram-posts/migrants-were-not-secretly-flown-to-florida-with-t/,"pril 12, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Nancy Pelosi busted, Speaker (Mike) Johnson just released it for everyone to see.”

",/factchecks/2024/apr/12/facebook-posts/no-this-post-doesnt-reveal-any-wrongdoing-by-nancy/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump “pays off mortgage of killed NYPD officer’s family.”

",/factchecks/2024/apr/12/facebook-posts/no-evidence-that-donald-trump-paid-off-mortgage-fo/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

ProduceMaxx sprayed on organic produce at grocery stores contains pesticides, herbicides, fungicides, insecticides and antibiotics.

",/factchecks/2024/apr/11/instagram-posts/videos-misrepresent-producemaxx-antimicrobial-wash/,"pril 11, 2024",Instagram posts,https://static.politifact.com/img/meter-barely-true.jpg
"

Video shows Snoop Dogg recommending “gummies for quitting smoking.”

",/factchecks/2024/apr/11/facebook-posts/no-snoop-dogg-isnt-talking-up-gummies-to-help-quit/,"pril 11, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Photos of Pennsylvania vote tallies on CNN prove the 2020 election was stolen.

",/factchecks/2024/apr/11/facebook-posts/no-cnn-coverage-of-results-doesnt-prove-2020-elect/,"pril 11, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“Michelle Obama humiliated after embarrassing photo emerges.”

",/factchecks/2024/apr/17/viral-image/no-an-embarrassing-photo-of-michelle-obama-isnt-ci/,"pril 17, 2024",Viral image,https://static.politifact.com/img/meter-false.jpg
"

The Sydney mall attacker is a “Zionist” who targeted Jewish people so that people would think the attacker was Muslim.

",/factchecks/2024/apr/16/instagram-posts/social-media-posts-wrongly-characterize-the-sydney/,"pril 16, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

The day after the total solar eclipse, 85-foot waves traveled from Antarctica to South Africa.

",/factchecks/2024/apr/16/facebook-posts/erroneous-forecast-of-85-foot-waves-was-caused-by/,"pril 16, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump violated the Logan Act by resharing 2018 Iran tweet on Truth Social.

",/factchecks/2024/apr/16/tweets/trump-didnt-violate-logan-act-with-reshare-of-old/,"pril 16, 2024",X posts,https://static.politifact.com/img/meter-false.jpg
"

“You’ve probably heard that Taylor Swift is endorsing Joe B.""

",/factchecks/2024/apr/16/facebook-posts/youre-on-your-own-joe-taylor-swift-hasnt-endorsed/,"pril 16, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“The United States is an outlier, one of only about half a dozen countries, without any guarantee of paid leave for new parents and/or other health care needs.”

",/factchecks/2024/apr/16/lisa-subeck/its-true-the-us-is-an-outlier-on-paid-parental-lea/,"pril 16, 2024",Lisa Subeck,https://static.politifact.com/img/meter-true.jpg
"

“ULEZ protesters covering cameras with bat boxes. Authorities not allowed to remove under their own law.”

",/factchecks/2024/apr/15/instagram-posts/yes-bat-boxes-covering-londons-clean-air-zone-came/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

President Joe Biden “will address the nation from the Oval Office” on April 13, “following Iran’s attack on Israel.”

",/factchecks/2024/apr/15/threads-posts/no-president-joe-biden-didnt-address-nation-from-o/,"pril 15, 2024",Threads posts,https://static.politifact.com/img/meter-false.jpg
"

Video is from Iranian media and shows rockets fired at Israel on April 13.

",/factchecks/2024/apr/15/instagram-posts/video-does-not-show-irans-april-13-attack-on-israe/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Footage shows “Israelis panicking after Iranian attacks reach Israel.”

",/factchecks/2024/apr/15/instagram-posts/video-doesnt-show-israelis-panicking-after-irans-a/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Not even one rocket (from Iran) hit Israel.”

",/factchecks/2024/apr/15/threads-posts/most-of-irans-missiles-were-intercepted-but-some-r/,"pril 15, 2024",Threads posts,https://static.politifact.com/img/meter-false.jpg
"

Speaking of semiconductor industry jobs, ""Know what the average salary is? $110,000. You don't need a college degree.""

",/factchecks/2024/apr/15/joe-biden/fact-checking-joe-bidens-claim-on-education-requir/,"pril 15, 2024",Joe Biden,https://static.politifact.com/img/meter-barely-true.jpg
"

Mark Zuckerberg said ‘posting the Lord's Prayer violated’ Meta’s policies.

",/factchecks/2024/apr/15/facebook-posts/facebook-post-falsely-claims-mark-zuckerberg-has-b/,"pril 15, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Notice from a New Jersey doctor’s office proves that COVID-19 vaccines are dangerous for athletes.

",/factchecks/2024/apr/12/facebook-posts/doctors-office-notice-not-proof-of-covid-19-vaccin/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

An X post that said, “I did it” was “the last thing O.J. Simpson tweeted before he passed.”

",/factchecks/2024/apr/12/tweets/fact-checking-the-false-claim-that-oj-simpson-post/,"pril 12, 2024",X posts,https://static.politifact.com/img/meter-false.jpg
"

Says 326,000 migrants were flown to Florida with taxpayer dollars under President Joe Biden’s secret migrant flight program.

",/factchecks/2024/apr/12/instagram-posts/migrants-were-not-secretly-flown-to-florida-with-t/,"pril 12, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Nancy Pelosi busted, Speaker (Mike) Johnson just released it for everyone to see.”

",/factchecks/2024/apr/12/facebook-posts/no-this-post-doesnt-reveal-any-wrongdoing-by-nancy/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump “pays off mortgage of killed NYPD officer’s family.”

",/factchecks/2024/apr/12/facebook-posts/no-evidence-that-donald-trump-paid-off-mortgage-fo/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

ProduceMaxx sprayed on organic produce at grocery stores contains pesticides, herbicides, fungicides, insecticides and antibiotics.

",/factchecks/2024/apr/11/instagram-posts/videos-misrepresent-producemaxx-antimicrobial-wash/,"pril 11, 2024",Instagram posts,https://static.politifact.com/img/meter-barely-true.jpg
"

Video shows Snoop Dogg recommending “gummies for quitting smoking.”

",/factchecks/2024/apr/11/facebook-posts/no-snoop-dogg-isnt-talking-up-gummies-to-help-quit/,"pril 11, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Photos of Pennsylvania vote tallies on CNN prove the 2020 election was stolen.

",/factchecks/2024/apr/11/facebook-posts/no-cnn-coverage-of-results-doesnt-prove-2020-elect/,"pril 11, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

A Social Security Administration database shows “how many people each of the 43 states are registering to vote who DO NOT HAVE IDs.”

",/factchecks/2024/apr/11/facebook-posts/social-security-administration-data-doesnt-show-nu/,"pril 11, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“Michelle Obama humiliated after embarrassing photo emerges.”

",/factchecks/2024/apr/17/viral-image/no-an-embarrassing-photo-of-michelle-obama-isnt-ci/,"pril 17, 2024",Viral image,https://static.politifact.com/img/meter-false.jpg
"

The Sydney mall attacker is a “Zionist” who targeted Jewish people so that people would think the attacker was Muslim.

",/factchecks/2024/apr/16/instagram-posts/social-media-posts-wrongly-characterize-the-sydney/,"pril 16, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

The day after the total solar eclipse, 85-foot waves traveled from Antarctica to South Africa.

",/factchecks/2024/apr/16/facebook-posts/erroneous-forecast-of-85-foot-waves-was-caused-by/,"pril 16, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump violated the Logan Act by resharing 2018 Iran tweet on Truth Social.

",/factchecks/2024/apr/16/tweets/trump-didnt-violate-logan-act-with-reshare-of-old/,"pril 16, 2024",X posts,https://static.politifact.com/img/meter-false.jpg
"

“You’ve probably heard that Taylor Swift is endorsing Joe B.""

",/factchecks/2024/apr/16/facebook-posts/youre-on-your-own-joe-taylor-swift-hasnt-endorsed/,"pril 16, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“The United States is an outlier, one of only about half a dozen countries, without any guarantee of paid leave for new parents and/or other health care needs.”

",/factchecks/2024/apr/16/lisa-subeck/its-true-the-us-is-an-outlier-on-paid-parental-lea/,"pril 16, 2024",Lisa Subeck,https://static.politifact.com/img/meter-true.jpg
"

“ULEZ protesters covering cameras with bat boxes. Authorities not allowed to remove under their own law.”

",/factchecks/2024/apr/15/instagram-posts/yes-bat-boxes-covering-londons-clean-air-zone-came/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

President Joe Biden “will address the nation from the Oval Office” on April 13, “following Iran’s attack on Israel.”

",/factchecks/2024/apr/15/threads-posts/no-president-joe-biden-didnt-address-nation-from-o/,"pril 15, 2024",Threads posts,https://static.politifact.com/img/meter-false.jpg
"

Video is from Iranian media and shows rockets fired at Israel on April 13.

",/factchecks/2024/apr/15/instagram-posts/video-does-not-show-irans-april-13-attack-on-israe/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Footage shows “Israelis panicking after Iranian attacks reach Israel.”

",/factchecks/2024/apr/15/instagram-posts/video-doesnt-show-israelis-panicking-after-irans-a/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Not even one rocket (from Iran) hit Israel.”

",/factchecks/2024/apr/15/threads-posts/most-of-irans-missiles-were-intercepted-but-some-r/,"pril 15, 2024",Threads posts,https://static.politifact.com/img/meter-false.jpg
"

Speaking of semiconductor industry jobs, ""Know what the average salary is? $110,000. You don't need a college degree.""

",/factchecks/2024/apr/15/joe-biden/fact-checking-joe-bidens-claim-on-education-requir/,"pril 15, 2024",Joe Biden,https://static.politifact.com/img/meter-barely-true.jpg
"

Mark Zuckerberg said ‘posting the Lord's Prayer violated’ Meta’s policies.

",/factchecks/2024/apr/15/facebook-posts/facebook-post-falsely-claims-mark-zuckerberg-has-b/,"pril 15, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Notice from a New Jersey doctor’s office proves that COVID-19 vaccines are dangerous for athletes.

",/factchecks/2024/apr/12/facebook-posts/doctors-office-notice-not-proof-of-covid-19-vaccin/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

An X post that said, “I did it” was “the last thing O.J. Simpson tweeted before he passed.”

",/factchecks/2024/apr/12/tweets/fact-checking-the-false-claim-that-oj-simpson-post/,"pril 12, 2024",X posts,https://static.politifact.com/img/meter-false.jpg
"

Says 326,000 migrants were flown to Florida with taxpayer dollars under President Joe Biden’s secret migrant flight program.

",/factchecks/2024/apr/12/instagram-posts/migrants-were-not-secretly-flown-to-florida-with-t/,"pril 12, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Nancy Pelosi busted, Speaker (Mike) Johnson just released it for everyone to see.”

",/factchecks/2024/apr/12/facebook-posts/no-this-post-doesnt-reveal-any-wrongdoing-by-nancy/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump “pays off mortgage of killed NYPD officer’s family.”

",/factchecks/2024/apr/12/facebook-posts/no-evidence-that-donald-trump-paid-off-mortgage-fo/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

ProduceMaxx sprayed on organic produce at grocery stores contains pesticides, herbicides, fungicides, insecticides and antibiotics.

",/factchecks/2024/apr/11/instagram-posts/videos-misrepresent-producemaxx-antimicrobial-wash/,"pril 11, 2024",Instagram posts,https://static.politifact.com/img/meter-barely-true.jpg
"

Video shows Snoop Dogg recommending “gummies for quitting smoking.”

",/factchecks/2024/apr/11/facebook-posts/no-snoop-dogg-isnt-talking-up-gummies-to-help-quit/,"pril 11, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Photos of Pennsylvania vote tallies on CNN prove the 2020 election was stolen.

",/factchecks/2024/apr/11/facebook-posts/no-cnn-coverage-of-results-doesnt-prove-2020-elect/,"pril 11, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

A Social Security Administration database shows “how many people each of the 43 states are registering to vote who DO NOT HAVE IDs.”

",/factchecks/2024/apr/11/facebook-posts/social-security-administration-data-doesnt-show-nu/,"pril 11, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Tennessee has become the first state in the U.S. to ban Bill Gates’ mRNA from being pumped into the food supply.

",/factchecks/2024/apr/11/facebook-posts/a-tennessee-bill-doesnt-ban-vaccines-from-being-pu/,"pril 11, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“Michelle Obama humiliated after embarrassing photo emerges.”

",/factchecks/2024/apr/17/viral-image/no-an-embarrassing-photo-of-michelle-obama-isnt-ci/,"pril 17, 2024",Viral image,https://static.politifact.com/img/meter-false.jpg
"

The Sydney mall attacker is a “Zionist” who targeted Jewish people so that people would think the attacker was Muslim.

",/factchecks/2024/apr/16/instagram-posts/social-media-posts-wrongly-characterize-the-sydney/,"pril 16, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

The day after the total solar eclipse, 85-foot waves traveled from Antarctica to South Africa.

",/factchecks/2024/apr/16/facebook-posts/erroneous-forecast-of-85-foot-waves-was-caused-by/,"pril 16, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump violated the Logan Act by resharing 2018 Iran tweet on Truth Social.

",/factchecks/2024/apr/16/tweets/trump-didnt-violate-logan-act-with-reshare-of-old/,"pril 16, 2024",X posts,https://static.politifact.com/img/meter-false.jpg
"

“You’ve probably heard that Taylor Swift is endorsing Joe B.""

",/factchecks/2024/apr/16/facebook-posts/youre-on-your-own-joe-taylor-swift-hasnt-endorsed/,"pril 16, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“The United States is an outlier, one of only about half a dozen countries, without any guarantee of paid leave for new parents and/or other health care needs.”

",/factchecks/2024/apr/16/lisa-subeck/its-true-the-us-is-an-outlier-on-paid-parental-lea/,"pril 16, 2024",Lisa Subeck,https://static.politifact.com/img/meter-true.jpg
"

“ULEZ protesters covering cameras with bat boxes. Authorities not allowed to remove under their own law.”

",/factchecks/2024/apr/15/instagram-posts/yes-bat-boxes-covering-londons-clean-air-zone-came/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

President Joe Biden “will address the nation from the Oval Office” on April 13, “following Iran’s attack on Israel.”

",/factchecks/2024/apr/15/threads-posts/no-president-joe-biden-didnt-address-nation-from-o/,"pril 15, 2024",Threads posts,https://static.politifact.com/img/meter-false.jpg
"

Video is from Iranian media and shows rockets fired at Israel on April 13.

",/factchecks/2024/apr/15/instagram-posts/video-does-not-show-irans-april-13-attack-on-israe/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Footage shows “Israelis panicking after Iranian attacks reach Israel.”

",/factchecks/2024/apr/15/instagram-posts/video-doesnt-show-israelis-panicking-after-irans-a/,"pril 15, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Not even one rocket (from Iran) hit Israel.”

",/factchecks/2024/apr/15/threads-posts/most-of-irans-missiles-were-intercepted-but-some-r/,"pril 15, 2024",Threads posts,https://static.politifact.com/img/meter-false.jpg
"

Speaking of semiconductor industry jobs, ""Know what the average salary is? $110,000. You don't need a college degree.""

",/factchecks/2024/apr/15/joe-biden/fact-checking-joe-bidens-claim-on-education-requir/,"pril 15, 2024",Joe Biden,https://static.politifact.com/img/meter-barely-true.jpg
"

Mark Zuckerberg said ‘posting the Lord's Prayer violated’ Meta’s policies.

",/factchecks/2024/apr/15/facebook-posts/facebook-post-falsely-claims-mark-zuckerberg-has-b/,"pril 15, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Notice from a New Jersey doctor’s office proves that COVID-19 vaccines are dangerous for athletes.

",/factchecks/2024/apr/12/facebook-posts/doctors-office-notice-not-proof-of-covid-19-vaccin/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

An X post that said, “I did it” was “the last thing O.J. Simpson tweeted before he passed.”

",/factchecks/2024/apr/12/tweets/fact-checking-the-false-claim-that-oj-simpson-post/,"pril 12, 2024",X posts,https://static.politifact.com/img/meter-false.jpg
"

Says 326,000 migrants were flown to Florida with taxpayer dollars under President Joe Biden’s secret migrant flight program.

",/factchecks/2024/apr/12/instagram-posts/migrants-were-not-secretly-flown-to-florida-with-t/,"pril 12, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Nancy Pelosi busted, Speaker (Mike) Johnson just released it for everyone to see.”

",/factchecks/2024/apr/12/facebook-posts/no-this-post-doesnt-reveal-any-wrongdoing-by-nancy/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump “pays off mortgage of killed NYPD officer’s family.”

",/factchecks/2024/apr/12/facebook-posts/no-evidence-that-donald-trump-paid-off-mortgage-fo/,"pril 12, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
